MoveS,MovePGN,Player,TimeUsed,Time,Evaluation,HRDelta,TPM,Board,Game,DeltaPos,AbsHRAfter,AbsHRBefore,AbsHRAfter_altro,AbsHRBefore_altro
Kxe3,['f3e3'],w,148.9,451,#-3,2.0,1.0,2k5/p4p1p/2p5/5P2/P1r4b/4K3/7r/8 b - - 0 36,Game0813-3,0,4,4,10,8
Rxa4,['c4a4'],b,303.2,453,#-7,-7.0,1.599999999999966,2k5/p4p1p/2p5/5P2/r6b/4K3/7r/8 w - - 0 37,Game0813-3,0,14,15,3,15
f6,['f5f6'],w,150.8,454,#-3,1.0,1.9000000000000057,2k5/p4p1p/2p2P2/8/r6b/4K3/7r/8 b - - 0 37,Game0813-3,0,2,3,8,8
Rh3+,['h2h3'],b,305.1,456,#-2,-6.0,1.900000000000034,2k5/p4p1p/2p2P2/8/r6b/4K2r/8/8 w - - 1 38,Game0813-3,0,12,14,2,14
Ke2,['e3e2'],w,152.9,458,#-2,0.0,2.0999999999999943,2k5/p4p1p/2p2P2/8/r6b/7r/4K3/8 b - - 2 38,Game0813-3,0,1,1,6,7
Ra2+,['a4a2'],b,306.4,460,#-1,-6.0,1.2999999999999545,2k5/p4p1p/2p2P2/8/7b/7r/r3K3/8 w - - 3 39,Game0813-3,0,13,12,1,12
Kd1,['e2d1'],w,154.7,462,#-1,-1.0,1.799999999999983,2k5/p4p1p/2p2P2/8/7b/7r/r7/3K4 b - - 4 39,Game0813-3,0,2,2,8,7
Rh1#,['h3h1'],b,308.5,464,#-0,-6.0,2.1000000000000227,2k5/p4p1p/2p2P2/8/7b/8/r7/3K3r w - - 5 40,Game0813-3,0,0,0,0,0
e4,['e2e4'],w,0.0,0,0.38,-1.0,0.0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Game0813-4,0.38,3,0,5,0
e6,['e7e6'],b,0.1,1,0.44,2.0,0.1,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Game0813-4,0.06,4,0,3,0
Nf3,['g1f3'],w,2.3,3,0.23,-2.0,2.3,rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Game0813-4,0.21,4,0,3,0
Nf6,['g8f6'],b,2.0,5,1.23,0.0,1.9,rnbqkb1r/pppp1ppp/4pn2/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Game0813-4,1.0,1,2,5,3
Nc3,['b1c3'],w,20.9,23,0.2,-11.0,18.599999999999998,rnbqkb1r/pppp1ppp/4pn2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,Game0813-4,1.03,23,22,12,22
Bd6,['f8d6'],b,8.7,30,6.66,2.0,6.699999999999999,rnbqk2r/pppp1ppp/3bpn2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,Game0813-4,6.46,6,4,24,23
d4,['d2d4'],w,22.0,31,1.29,-12.0,1.1000000000000014,rnbqk2r/pppp1ppp/3bpn2/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,Game0813-4,5.37,25,25,16,25
e5,['e6e5'],b,13.3,36,8.44,4.0,4.600000000000001,rnbqk2r/pppp1ppp/3b1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,Game0813-4,7.1499999999999995,8,8,26,24
dxe5,['d4e5'],w,25.2,39,8.28,-12.0,3.1999999999999993,rnbqk2r/pppp1ppp/3b1n2/4P3/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 5,Game0813-4,0.16000000000000014,24,26,14,26
Be7,['d6e7'],b,17.5,43,9.6,1.0,4.199999999999999,rnbqk2r/ppppbppp/5n2/4P3/4P3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 6,Game0813-4,1.3200000000000003,2,3,21,24
exf6,['e5f6'],w,27.7,46,9.11,-5.0,2.5,rnbqk2r/ppppbppp/5P2/8/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 6,Game0813-4,0.4900000000000002,10,15,6,15
Bxf6,['e7f6'],b,19.4,48,9.47,-1.0,1.8999999999999986,rnbqk2r/pppp1ppp/5b2/8/4P3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 7,Game0813-4,0.3600000000000012,3,2,11,13
Bc4,['f1c4'],w,32.3,52,8.08,-6.0,4.599999999999998,rnbqk2r/pppp1ppp/5b2/8/2B1P3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 1 7,Game0813-4,1.3900000000000006,14,12,10,12
O-O,['e8g8'],b,32.6,65,9.13,-3.0,13.200000000000003,rnbq1rk1/pppp1ppp/5b2/8/2B1P3/2N2N2/PPP2PPP/R1BQK2R w KQ - 2 8,Game0813-4,1.0500000000000007,6,7,16,15
Bd2,['c1d2'],w,41.6,75,8.36,-6.0,9.300000000000004,rnbq1rk1/pppp1ppp/5b2/8/2B1P3/2N2N2/PPPB1PPP/R2QK2R b KQ - 3 8,Game0813-4,0.7700000000000014,14,12,7,12
d6,['d7d6'],b,47.0,89,8.24,2.0,14.399999999999999,rnbq1rk1/ppp2ppp/3p1b2/8/2B1P3/2N2N2/PPPB1PPP/R2QK2R w KQ - 0 9,Game0813-4,0.11999999999999922,4,4,15,15
Bg5,['d2g5'],w,52.0,99,0.4,-3.0,10.399999999999999,rnbq1rk1/ppp2ppp/3p1b2/6B1/2B1P3/2N2N2/PPP2PPP/R2QK2R b KQ - 1 9,Game0813-4,7.84,6,9,4,9
Qe8,['d8e8'],b,50.6,103,10.39,-1.0,3.6000000000000014,rnb1qrk1/ppp2ppp/3p1b2/6B1/2B1P3/2N2N2/PPP2PPP/R2QK2R w KQ - 2 10,Game0813-4,9.99,2,2,5,6
Bxf6,['g5f6'],w,86.9,138,9.86,-5.0,34.900000000000006,rnb1qrk1/ppp2ppp/3p1B2/8/2B1P3/2N2N2/PPP2PPP/R2QK2R b KQ - 0 10,Game0813-4,0.5300000000000011,11,12,7,12
gxf6,['g7f6'],b,53.9,141,10.15,1.0,3.299999999999997,rnb1qrk1/ppp2p1p/3p1p2/8/2B1P3/2N2N2/PPP2PPP/R2QK2R w KQ - 0 11,Game0813-4,0.2900000000000009,2,3,12,11
Nh4,['f3h4'],w,103.0,157,9.34,-7.0,16.099999999999994,rnb1qrk1/ppp2p1p/3p1p2/8/2B1P2N/2N5/PPP2PPP/R2QK2R b KQ - 1 11,Game0813-4,0.8100000000000005,14,14,8,14
Kh8,['g8h8'],b,69.8,173,9.71,-1.0,15.899999999999999,rnb1qr1k/ppp2p1p/3p1p2/8/2B1P2N/2N5/PPP2PPP/R2QK2R w KQ - 2 12,Game0813-4,0.370000000000001,3,2,12,13
f3,['f2f3'],w,124.5,195,8.75,-3.0,21.5,rnb1qr1k/ppp2p1p/3p1p2/8/2B1P2N/2N2P2/PPP3PP/R2QK2R b KQ - 0 12,Game0813-4,0.9600000000000009,11,6,5,7
Rg8,['f8g8'],b,72.3,197,9.71,-1.0,2.5,rnb1q1rk/ppp2p1p/3p1p2/8/2B1P2N/2N2P2/PPP3PP/R2QK2R w KQ - 1 13,Game0813-4,0.9600000000000009,2,4,11,6
Qd4,['d1d4'],w,163.1,236,8.75,-7.0,38.599999999999994,rnb1q1rk/ppp2p1p/3p1p2/8/2BQP2N/2N2P2/PPP3PP/R3K2R b KQ - 2 13,Game0813-4,0.9600000000000009,14,14,14,15
Qe7,['e8e7'],b,81.8,245,9.15,3.0,9.5,rnb3rk/ppp1qp1p/3p1p2/8/2BQP2N/2N2P2/PPP3PP/R3K2R w KQ - 3 14,Game0813-4,0.40000000000000036,6,8,13,13
g4,['g2g4'],w,184.6,267,8.24,-4.0,21.5,rnb3rk/ppp1qp1p/3p1p2/8/2BQP1PN/2N2P2/PPP4P/R3K2R b KQ - 0 14,Game0813-4,0.9100000000000001,8,8,4,8
Nc6,['b8c6'],b,94.5,280,8.65,1.0,12.700000000000003,r1b3rk/ppp1qp1p/2np1p2/8/2BQP1PN/2N2P2/PPP4P/R3K2R w KQ - 1 15,Game0813-4,0.41000000000000014,3,2,10,9
Qd5,['d4d5'],w,229.1,324,2.95,-2.0,44.5,r1b3rk/ppp1qp1p/2np1p2/3Q4/2B1P1PN/2N2P2/PPP4P/R3K2R b KQ - 2 15,Game0813-4,5.7,5,4,16,17
Nb4,['c6b4'],b,106.3,336,8.25,10.0,11.799999999999997,r1b3rk/ppp1qp1p/3p1p2/3Q4/1nB1P1PN/2N2P2/PPP4P/R3K2R w KQ - 3 16,Game0813-4,5.3,22,21,5,21
Qd2,['d5d2'],w,252.8,360,6.51,-3.0,23.700000000000017,r1b3rk/ppp1qp1p/3p1p2/8/1nB1P1PN/2N2P2/PPPQ3P/R3K2R b KQ - 4 16,Game0813-4,1.7400000000000002,13,6,7,9
a6,['a7a6'],b,136.8,390,9.51,1.0,30.500000000000014,r1b3rk/1pp1qp1p/p2p1p2/8/1nB1P1PN/2N2P2/PPPQ3P/R3K2R w KQ - 0 17,Game0813-4,3.0,2,2,14,14
O-O-O,['e1c1'],w,259.0,396,9.32,-9.0,6.199999999999989,r1b3rk/1pp1qp1p/p2p1p2/8/1nB1P1PN/2N2P2/PPPQ3P/2KR3R b - - 1 17,Game0813-4,0.1899999999999995,20,20,12,20
Qe5,['e7e5'],b,187.7,447,9.83,-2.0,50.89999999999998,r1b3rk/1pp2p1p/p2p1p2/4q3/1nB1P1PN/2N2P2/PPPQ3P/2KR3R w - - 2 18,Game0813-4,0.5099999999999998,5,4,13,9
Bxf7,['c4f7'],w,302.0,490,9.99,-6.0,43.0,r1b3rk/1pp2B1p/p2p1p2/4q3/1n2P1PN/2N2P2/PPPQ3P/2KR3R b - - 0 18,Game0813-4,0.16000000000000014,12,14,17,14
Rf8,['g8f8'],b,202.3,505,13.36,7.0,14.600000000000023,r1b2r1k/1pp2B1p/p2p1p2/4q3/1n2P1PN/2N2P2/PPPQ3P/2KR3R w - - 1 19,Game0813-4,3.369999999999999,14,16,10,16
Bh5,['f7h5'],w,316.5,519,9.17,-3.0,14.5,r1b2r1k/1pp4p/p2p1p2/4q2B/1n2P1PN/2N2P2/PPPQ3P/2KR3R b - - 2 19,Game0813-4,4.1899999999999995,7,7,6,7
Qa5,['e5a5'],b,228.9,546,9.81,-6.0,26.599999999999994,r1b2r1k/1pp4p/p2p1p2/q6B/1n2P1PN/2N2P2/PPPQ3P/2KR3R w - - 3 20,Game0813-4,0.6400000000000006,12,12,7,12
a3,['a2a3'],w,353.4,583,9.56,-7.0,36.89999999999998,r1b2r1k/1pp4p/p2p1p2/q6B/1n2P1PN/P1N2P2/1PPQ3P/2KR3R b - - 0 20,Game0813-4,0.25,15,15,9,15
Nc6,['b4c6'],b,267.9,622,9.57,-1.0,38.99999999999997,r1b2r1k/1pp4p/p1np1p2/q6B/4P1PN/P1N2P2/1PPQ3P/2KR3R w - - 1 21,Game0813-4,0.009999999999999787,2,2,16,16
Nf5,['h4f5'],w,378.3,647,9.53,-9.0,24.900000000000034,r1b2r1k/1pp4p/p1np1p2/q4N1B/4P1P1/P1N2P2/1PPQ3P/2KR3R b - - 2 21,Game0813-4,0.040000000000000924,18,18,10,18
Ne5,['c6e5'],b,290.6,669,9.86,1.0,22.700000000000045,r1b2r1k/1pp4p/p2p1p2/q3nN1B/4P1P1/P1N2P2/1PPQ3P/2KR3R w - - 3 22,Game0813-4,0.33000000000000007,2,3,11,10
f4,['f3f4'],w,403.9,695,9.65,-9.0,25.599999999999966,r1b2r1k/1pp4p/p2p1p2/q3nN1B/4PPP1/P1N5/1PPQ3P/2KR3R b - - 0 22,Game0813-4,0.20999999999999908,18,18,23,18
Nf3,['e5f3'],b,296.7,701,11.37,13.0,6.099999999999966,r1b2r1k/1pp4p/p2p1p2/q4N1B/4PPP1/P1N2n2/1PPQ3P/2KR3R w - - 1 23,Game0813-4,1.7199999999999989,26,27,16,27
Qd5,['d2d5'],w,456.4,754,10.45,-6.0,52.5,r1b2r1k/1pp4p/p2p1p2/q2Q1N1B/4PPP1/P1N2n2/1PP4P/2KR3R b - - 2 23,Game0813-4,0.9199999999999999,12,13,8,13
b5,['b7b5'],b,309.7,767,14.28,0.0,13.0,r1b2r1k/2p4p/p2p1p2/qp1Q1N1B/4PPP1/P1N2n2/1PP4P/2KR3R w - - 0 24,Game0813-4,3.83,1,0,11,11
e5,['e4e5'],w,470.9,781,10.16,-4.0,14.5,r1b2r1k/2p4p/p2p1p2/qp1QPN1B/5PP1/P1N2n2/1PP4P/2KR3R b - - 0 24,Game0813-4,4.119999999999999,8,8,5,8
Bb7,['c8b7'],b,316.2,788,14.64,0.0,6.5,r4r1k/1bp4p/p2p1p2/qp1QPN1B/5PP1/P1N2n2/1PP4P/2KR3R w - - 1 25,Game0813-4,4.48,0,1,9,7
Qxb7,['d5b7'],w,478.1,795,14.54,-5.0,7.2000000000000455,r4r1k/1Qp4p/p2p1p2/qp2PN1B/5PP1/P1N2n2/1PP4P/2KR3R b - - 0 25,Game0813-4,0.10000000000000142,13,10,5,10
Rae8,['a8e8'],b,327.2,806,17.2,1.0,11.0,4rr1k/1Qp4p/p2p1p2/qp2PN1B/5PP1/P1N2n2/1PP4P/2KR3R w - - 1 26,Game0813-4,2.66,2,2,9,12
Qxf3,['b7f3'],w,480.7,808,16.88,-3.0,2.599999999999966,4rr1k/2p4p/p2p1p2/qp2PN1B/5PP1/P1N2Q2/1PP4P/2KR3R b - - 0 26,Game0813-4,0.3200000000000003,7,9,4,9
Qb6,['a5b6'],b,341.5,823,20.97,2.0,14.300000000000011,4rr1k/2p4p/pq1p1p2/1p2PN1B/5PP1/P1N2Q2/1PP4P/2KR3R w - - 1 27,Game0813-4,4.09,4,4,10,10
Nd5,['c3d5'],w,486.9,829,19.62,-5.0,6.199999999999989,4rr1k/2p4p/pq1p1p2/1p1NPN1B/5PP1/P4Q2/1PP4P/2KR3R b - - 2 27,Game0813-4,1.3499999999999979,12,10,6,10
Qc5,['b6c5'],b,350.0,837,20.47,0.0,8.5,4rr1k/2p4p/p2p1p2/1pqNPN1B/5PP1/P4Q2/1PP4P/2KR3R w - - 3 28,Game0813-4,0.8499999999999979,1,1,13,12
Bxe8,['h5e8'],w,514.7,865,20.72,-15.0,27.800000000000068,4Br1k/2p4p/p2p1p2/1pqNPN2/5PP1/P4Q2/1PP4P/2KR3R b - - 0 28,Game0813-4,0.25,30,30,15,30
Rxe8,['f8e8'],b,352.3,867,22.46,0.0,2.3000000000000114,4r2k/2p4p/p2p1p2/1pqNPN2/5PP1/P4Q2/1PP4P/2KR3R w - - 0 29,Game0813-4,1.740000000000002,1,1,29,29
Nxf6,['d5f6'],w,526.5,879,22.38,-7.0,11.799999999999955,4r2k/2p4p/p2p1N2/1pq1PN2/5PP1/P4Q2/1PP4P/2KR3R b - - 0 29,Game0813-4,0.08000000000000185,14,17,10,17
Rf8,['e8f8'],b,358.0,885,22.18,3.0,5.699999999999989,5r1k/2p4p/p2p1N2/1pq1PN2/5PP1/P4Q2/1PP4P/2KR3R w - - 1 30,Game0813-4,0.1999999999999993,8,6,14,10
g5,['g4g5'],w,539.9,898,27.22,-8.0,13.399999999999977,5r1k/2p4p/p2p1N2/1pq1PNP1/5P2/P4Q2/1PP4P/2KR3R b - - 0 30,Game0813-4,5.039999999999999,16,17,14,17
dxe5,['d6e5'],b,360.5,901,#+6,6.0,2.5,5r1k/2p4p/p4N2/1pq1pNP1/5P2/P4Q2/1PP4P/2KR3R w - - 0 31,Game0813-4,7.219999999999999,12,13,16,17
fxe5,['f4e5'],w,549.0,910,44.88,-7.0,9.100000000000023,5r1k/2p4p/p4N2/1pq1PNP1/8/P4Q2/1PP4P/2KR3R b - - 0 31,Game0813-4,17.660000000000004,15,15,8,15
Qxe5,['c5e5'],b,367.6,917,#+5,0.0,7.100000000000023,5r1k/2p4p/p4N2/1p2qNP1/8/P4Q2/1PP4P/2KR3R w - - 0 32,Game0813-4,20,1,1,13,14
Nd7,['f6d7'],w,556.4,924,19.19,-4.0,7.399999999999977,5r1k/2pN3p/p7/1p2qNP1/8/P4Q2/1PP4P/2KR3R b - - 1 32,Game0813-4,20,9,10,5,10
Rxf5,['f8f5'],b,371.0,928,#+7,0.0,3.3999999999999773,7k/2pN3p/p7/1p2qrP1/8/P4Q2/1PP4P/2KR3R w - - 0 33,Game0813-4,0.8099999999999987,0,1,10,8
Nxe5,['d7e5'],w,566.8,938,#+7,-4.0,10.399999999999977,7k/2p4p/p7/1p2NrP1/8/P4Q2/1PP4P/2KR3R b - - 0 33,Game0813-4,0.8099999999999987,11,8,5,8
Rxe5,['f5e5'],b,373.6,941,#+1,1.0,2.6000000000000227,7k/2p4p/p7/1p2r1P1/8/P4Q2/1PP4P/2KR3R w - - 0 34,Game0813-4,0,2,2,11,6
Rd7,['d1d7'],w,585.3,959,#+2,-4.0,18.5,7k/2pR3p/p7/1p2r1P1/8/P4Q2/1PP4P/2K4R b - - 1 34,Game0813-4,0,9,8,6,8
Rxg5,['e5g5'],b,380.5,966,#+2,1.0,6.899999999999977,7k/2pR3p/p7/1p4r1/8/P4Q2/1PP4P/2K4R w - - 0 35,Game0813-4,0,2,3,6,9
Re1,['h1e1'],w,599.2,980,#+2,0.0,13.900000000000091,7k/2pR3p/p7/1p4r1/8/P4Q2/1PP4P/2K1R3 b - - 1 35,Game0813-4,0,2,5,2,5
Rc5,"['g5c5', 'e1e8']",b,392.0,992,#+0,1.0,11.5,4R2k/2pR3p/p7/1pr5/8/P4Q2/1PP4P/2K5 b - - 3 36,Game0813-4,0,0,0,0,0
Re8#,"['g5c5', 'e1e8']",w,599.3,992,#+0,0.0,0.09999999999990905,4R2k/2pR3p/p7/1pr5/8/P4Q2/1PP4P/2K5 b - - 3 36,Game0813-4,0,0,0,0,0
e4,"['e2e4', 'c7c6']",w,0.0,0,0.57,-2.0,0.0,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Game0529-2,0.57,4,0,5,0
c6,"['e2e4', 'c7c6']",b,0.0,0,0.57,-3.0,0.0,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Game0529-2,0.0,6,0,5,0
d4,['d2d4'],w,3.6,4,0.43,0.0,3.6,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,Game0529-2,0.13999999999999996,2,2,4,3
d5,['d7d5'],b,0.7,5,0.33,2.0,0.7,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,Game0529-2,0.09999999999999998,6,5,2,5
e5,['e4e5'],w,4.6,6,0.51,1.0,0.9999999999999996,rnbqkbnr/pp2pppp/2p5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,Game0529-2,0.18,3,2,5,3
Bf5,['c8f5'],b,3.6,9,0.44,3.0,2.9000000000000004,rn1qkbnr/pp2pppp/2p5/3pPb2/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,Game0529-2,0.07,7,7,3,7
Bd3,['f1d3'],w,7.0,11,0.14,0.0,2.4000000000000004,rn1qkbnr/pp2pppp/2p5/3pPb2/3P4/3B4/PPP2PPP/RNBQK1NR b KQkq - 2 4,Game0529-2,0.3,3,2,5,4
Bxd3,['f5d3'],b,11.2,19,0.26,7.0,7.6,rn1qkbnr/pp2pppp/2p5/3pP3/3P4/3b4/PPP2PPP/RNBQK1NR w KQkq - 0 5,Game0529-2,0.12,14,14,1,14
Qxd3,['d1d3'],w,9.1,21,0.04,1.0,2.0999999999999996,rn1qkbnr/pp2pppp/2p5/3pP3/3P4/3Q4/PPP2PPP/RNB1K1NR b KQkq - 0 5,Game0529-2,0.22,3,4,7,8
e6,['e7e6'],b,12.8,22,0.16,6.0,1.6000000000000014,rn1qkbnr/pp3ppp/2p1p3/3pP3/3P4/3Q4/PPP2PPP/RNB1K1NR w KQkq - 0 6,Game0529-2,0.12,12,13,3,13
c4,['c2c4'],w,12.4,26,-0.6,2.0,3.3000000000000007,rn1qkbnr/pp3ppp/2p1p3/3pP3/2PP4/3Q4/PP3PPP/RNB1K1NR b KQkq - 0 6,Game0529-2,0.76,4,4,7,8
Qa5+,['d8a5'],b,21.9,35,0.44,1.0,9.099999999999998,rn2kbnr/pp3ppp/2p1p3/q2pP3/2PP4/3Q4/PP3PPP/RNB1K1NR w KQkq - 1 7,Game0529-2,1.04,4,4,6,4
Bd2,['c1d2'],w,21.7,44,0.0,3.0,9.299999999999999,rn2kbnr/pp3ppp/2p1p3/q2pP3/2PP4/3Q4/PP1B1PPP/RN2K1NR b KQkq - 2 7,Game0529-2,0.44,8,6,10,7
Bb4,['f8b4'],b,27.0,49,0.49,-6.0,5.100000000000001,rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/3Q4/PP1B1PPP/RN2K1NR w KQkq - 3 8,Game0529-2,0.49,12,13,5,13
Nc3,['b1c3'],w,30.3,58,0.21,1.0,8.600000000000001,rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR b KQkq - 4 8,Game0529-2,0.28,4,2,3,4
Ne7,['g8e7'],b,37.5,68,0.28,3.0,10.5,rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR w KQkq - 5 9,Game0529-2,0.07000000000000003,6,6,3,6
a3,['a2a3'],w,32.2,70,-0.23,2.0,1.9000000000000021,rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9,Game0529-2,0.51,5,4,5,4
Bxc3,['b4c3'],b,49.5,82,-0.33,3.0,12.0,rn2k2r/pp2nppp/2p1p3/q2pP3/2PP4/P1bQ4/1P1B1PPP/R3K1NR w KQkq - 0 10,Game0529-2,0.1,7,7,6,7
Bxc3,['d2c3'],w,34.3,84,-0.22,4.0,2.0999999999999943,rn2k2r/pp2nppp/2p1p3/q2pP3/2PP4/P1BQ4/1P3PPP/R3K1NR b KQkq - 0 10,Game0529-2,0.11000000000000001,8,8,11,8
Qc7,['a5c7'],b,54.7,89,0.62,6.0,5.200000000000003,rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ4/1P3PPP/R3K1NR w KQkq - 1 11,Game0529-2,0.84,12,13,9,13
Nf3,['g1f3'],w,40.0,95,0.47,5.0,5.700000000000003,rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11,Game0529-2,0.15000000000000002,10,10,10,11
Nd7,['b8d7'],b,75.2,116,0.87,0.0,20.5,r3k2r/ppqnnppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R w KQkq - 3 12,Game0529-2,0.4,2,1,9,7
O-O,['e1g1'],w,43.8,119,0.1,4.0,3.799999999999997,r3k2r/ppqnnppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 b kq - 4 12,Game0529-2,0.77,9,8,7,8
f6,['f7f6'],b,82.2,126,1.66,5.0,7.0,r3k2r/ppqnn1pp/2p1pp2/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 w kq - 0 13,Game0529-2,1.5599999999999998,11,10,9,10
Bb4,['c3b4'],w,48.0,131,2.09,5.0,4.200000000000003,r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13,Game0529-2,0.42999999999999994,10,10,7,11
Qb6,['c7b6'],b,111.1,160,3.28,-7.0,28.89999999999999,r3k2r/pp1nn1pp/1qp1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 w kq - 2 14,Game0529-2,1.19,14,15,9,15
Bxe7,['b4e7'],w,53.7,165,2.49,3.0,5.700000000000003,r3k2r/pp1nB1pp/1qp1pp2/3pP3/2PP4/P2Q1N2/1P3PPP/R4RK1 b kq - 0 14,Game0529-2,0.7899999999999996,10,7,9,10
Kxe7,['e8e7'],b,111.7,166,2.57,-6.0,0.6000000000000085,r6r/pp1nk1pp/1qp1pp2/3pP3/2PP4/P2Q1N2/1P3PPP/R4RK1 w - - 0 15,Game0529-2,0.07999999999999963,12,13,10,13
exf6+,['e5f6'],w,56.3,168,2.25,6.0,2.5999999999999943,r6r/pp1nk1pp/1qp1pP2/3p4/2PP4/P2Q1N2/1P3PPP/R4RK1 b - - 0 15,Game0529-2,0.31999999999999984,13,12,13,12
Nxf6,['d7f6'],b,114.2,171,3.39,-7.0,2.5,r6r/pp2k1pp/1qp1pn2/3p4/2PP4/P2Q1N2/1P3PPP/R4RK1 w - - 0 16,Game0529-2,1.1400000000000001,14,14,12,14
b4,['b2b4'],w,67.2,182,1.83,2.0,10.900000000000006,r6r/pp2k1pp/1qp1pn2/3p4/1PPP4/P2Q1N2/5PPP/R4RK1 b - - 0 16,Game0529-2,1.56,4,4,10,7
Rhf8,['h8f8'],b,117.4,185,3.33,-7.0,3.200000000000003,r4r2/pp2k1pp/1qp1pn2/3p4/1PPP4/P2Q1N2/5PPP/R4RK1 w - - 1 17,Game0529-2,1.5,15,14,3,14
c5,['c4c5'],w,71.6,189,3.3,0.0,4.3999999999999915,r4r2/pp2k1pp/1qp1pn2/2Pp4/1P1P4/P2Q1N2/5PPP/R4RK1 b - - 0 17,Game0529-2,0.03000000000000025,3,1,8,7
Qc7,['b6c7'],b,127.8,200,3.61,-4.0,10.399999999999991,r4r2/ppq1k1pp/2p1pn2/2Pp4/1P1P4/P2Q1N2/5PPP/R4RK1 w - - 1 18,Game0529-2,0.31000000000000005,10,8,9,8
h3,['h2h3'],w,76.1,204,2.3,9.0,4.5,r4r2/ppq1k1pp/2p1pn2/2Pp4/1P1P4/P2Q1N1P/5PP1/R4RK1 b - - 0 18,Game0529-2,1.31,19,18,15,18
a5,['a7a5'],b,137.3,214,3.35,-5.0,9.500000000000014,r4r2/1pq1k1pp/2p1pn2/p1Pp4/1P1P4/P2Q1N1P/5PP1/R4RK1 w - - 0 19,Game0529-2,1.0500000000000003,10,11,20,17
Rfe1,['f1e1'],w,78.7,216,2.14,11.0,2.6000000000000085,r4r2/1pq1k1pp/2p1pn2/p1Pp4/1P1P4/P2Q1N1P/5PP1/R3R1K1 b - - 1 19,Game0529-2,1.21,22,22,15,22
Rfe8,['f8e8'],b,155.2,234,3.83,1.0,17.899999999999977,r3r3/1pq1k1pp/2p1pn2/p1Pp4/1P1P4/P2Q1N1P/5PP1/R3R1K1 w - - 2 20,Game0529-2,1.69,2,2,16,16
Ng5,['f3g5'],w,81.2,237,4.54,5.0,2.5,r3r3/1pq1k1pp/2p1pn2/p1Pp2N1/1P1P4/P2Q3P/5PP1/R3R1K1 b - - 3 20,Game0529-2,0.71,10,10,6,10
Kd8,['e7d8'],b,158.3,240,6.82,0.0,3.1000000000000227,r2kr3/1pq3pp/2p1pn2/p1Pp2N1/1P1P4/P2Q3P/5PP1/R3R1K1 w - - 4 21,Game0529-2,2.2800000000000002,2,0,10,9
Nxe6+,['g5e6'],w,93.6,252,7.01,6.0,12.399999999999991,r2kr3/1pq3pp/2p1Nn2/p1Pp4/1P1P4/P2Q3P/5PP1/R3R1K1 b - - 0 21,Game0529-2,0.1899999999999995,13,12,13,12
Rxe6,"['e8e6', 'e1e6']",b,165.5,260,6.52,-8.0,7.199999999999989,r2k4/1pq3pp/2p1Rn2/p1Pp4/1P1P4/P2Q3P/5PP1/R5K1 b - - 0 22,Game0529-2,0.4900000000000002,16,16,11,16
