x0b,x0w,x1b,x1w,x2b,x2w,x3b,x3w,x4b,x4w,x5b,x5w,x6b,x6w,x7b,x7w,x8b,x8w,x9b,x9w,x10b,x10w,x11b,x11w,x12b,x12w,x13b,x13w,x14b,x14w,x15b,x15w,x16b,x16w
0.75,-0.75,-0.07,0.07,-0.67,0.67,0.0,0.0,8.85,-8.85,-7.99,7.99,-0.62,0.62,0.42,-0.42,-1.08,1.08,-1.28,1.28,-1.25,1.25,1.86,-1.86,-0.89,0.89,0.0,0.0,-0.61,0.61,6.65,-6.65,0.87,-0.87
0.75,-0.75,-0.31,0.31,-0.67,0.67,0.0,0.0,8.85,-8.85,-7.99,7.99,-0.62,0.62,0.42,-0.42,-1.08,1.08,-1.28,1.28,-1.25,1.25,1.86,-1.86,-0.89,0.89,0.0,0.0,-0.61,0.61,6.65,-6.65,0.87,-0.87
0.75,-0.75,-0.31,0.31,-0.67,0.67,0.0,0.0,8.85,-8.85,-7.99,7.99,-0.62,0.62,0.42,-0.42,-1.08,1.08,-1.28,1.28,-1.25,1.25,-1.38,1.38,-0.89,0.89,0.0,0.0,-0.61,0.61,6.65,-6.65,0.87,-0.87
0.75,-0.75,-0.31,0.31,-0.67,0.67,0.0,0.0,8.85,-8.85,-7.99,7.99,-0.62,0.62,0.42,-0.42,-1.08,1.08,-1.28,1.28,-1.25,1.25,-1.38,1.38,-0.89,0.89,0.0,0.0,-0.61,0.61,6.65,-6.65,0.87,-0.87
0.75,-0.75,-0.31,0.31,-0.67,0.67,0.0,0.0,8.85,-8.85,-7.99,7.99,-0.47,0.47,0.42,-0.42,-1.08,1.08,-1.28,1.28,-1.25,1.25,-1.38,1.38,-0.89,0.89,0.0,0.0,-0.61,0.61,6.65,-6.65,0.87,-0.87
0.75,-0.75,-0.31,0.31,-0.67,0.67,0.0,0.0,8.85,-8.85,-7.99,7.99,-0.47,0.47,0.42,-0.42,-1.08,1.08,-1.28,1.28,-1.25,1.25,-1.38,1.38,-0.89,0.89,0.0,0.0,-0.61,0.61,6.65,-6.65,0.87,-0.87
0.75,-0.75,-0.31,0.31,-0.67,0.67,0.0,0.0,8.85,-8.85,-7.99,7.99,-0.47,0.47,0.42,-0.42,-1.08,1.08,-1.28,1.28,-1.25,1.25,-1.38,1.38,-0.89,0.89,0.0,0.0,-0.61,0.61,6.65,-6.65,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.19,2.19,0.0,0.0,8.85,-8.85,-7.99,7.99,-0.47,0.47,0.42,-0.42,-1.08,1.08,-1.28,1.28,-1.25,1.25,-1.38,1.38,-0.89,0.89,0.0,0.0,-0.61,0.61,6.99,-6.99,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.19,2.19,0.0,0.0,8.85,-8.85,-0.4,0.4,-0.47,0.47,0.42,-0.42,-1.08,1.08,-1.28,1.28,-1.25,1.25,-1.38,1.38,-0.89,0.89,0.0,0.0,-0.61,0.61,6.99,-6.99,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.19,2.19,0.0,0.0,8.85,-8.85,-0.4,0.4,-0.47,0.47,0.42,-0.42,-1.08,1.08,-1.28,1.28,-1.25,1.25,-1.38,1.38,-0.89,0.89,0.0,0.0,-0.61,0.61,6.99,-6.99,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.19,2.19,0.0,0.0,7.78,-7.78,-0.4,0.4,-0.47,0.47,0.42,-0.42,-1.08,1.08,-1.28,1.28,-1.25,1.25,-1.38,1.38,-0.89,0.89,0.0,0.0,-0.61,0.61,6.4,-6.4,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.19,2.19,0.0,0.0,7.78,-7.78,-0.4,0.4,-0.47,0.47,0.42,-0.42,-1.08,1.08,-0.82,0.82,-1.25,1.25,-1.38,1.38,-0.89,0.89,0.0,0.0,-0.6,0.6,6.4,-6.4,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.19,2.19,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,0.47,-0.47,-0.82,0.82,-1.25,1.25,-1.38,1.38,-1.46,1.46,0.0,0.0,-0.6,0.6,6.4,-6.4,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.19,2.19,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,0.47,-0.47,-0.82,0.82,-1.25,1.25,-1.38,1.38,-1.46,1.46,0.0,0.0,-0.6,0.6,6.4,-6.4,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.27,2.27,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,0.47,-0.47,-0.82,0.82,-1.25,1.25,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.27,2.27,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,0.47,-0.47,-0.82,0.82,-0.19,0.19,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.27,2.27,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,0.47,-0.47,-0.82,0.82,-0.19,0.19,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.27,2.27,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,0.47,-0.47,-0.59,0.59,-0.19,0.19,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.27,2.27,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,0.47,-0.47,-0.59,0.59,-0.19,0.19,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.27,2.27,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,0.47,-0.47,-0.59,0.59,-0.19,0.19,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.87,-0.87
0.06,-0.06,-0.31,0.31,-2.27,2.27,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,0.47,-0.47,-0.59,0.59,-0.19,0.19,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.22,-0.22
0.06,-0.06,-0.31,0.31,-2.27,2.27,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,0.47,-0.47,-0.59,0.59,-0.19,0.19,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.22,-0.22
0.06,-0.06,0.0,0.0,-2.27,2.27,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,-9.47,9.47,-0.59,0.59,-0.19,0.19,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.22,-0.22
0.06,-0.06,-0.86,0.86,-2.27,2.27,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,-9.47,9.47,-0.59,0.59,-0.19,0.19,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.1,-0.1
0.06,-0.06,-0.86,0.86,-2.27,2.27,0.02,-0.02,7.78,-7.78,-10.39,10.39,-0.47,0.47,0.42,-0.42,-9.47,9.47,-0.59,0.59,-0.19,0.19,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.1,-0.1
0.64,-0.64,-0.86,0.86,-2.75,2.75,-0.08,0.08,7.78,-7.78,-10.39,10.39,-0.87,0.87,0.42,-0.42,-9.47,9.47,-0.59,0.59,-0.19,0.19,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.1,-0.1
0.64,-0.64,-0.86,0.86,-2.75,2.75,-0.08,0.08,7.78,-7.78,-10.39,10.39,-0.87,0.87,0.42,-0.42,-9.47,9.47,-0.59,0.59,-0.19,0.19,-1.38,1.38,-0.58,0.58,0.0,0.0,-0.6,0.6,6.4,-6.4,0.1,-0.1
0.64,-0.64,-0.86,0.86,-2.75,2.75,-0.08,0.08,7.78,-7.78,-10.39,10.39,-0.87,0.87,0.42,-0.42,-9.61,9.61,-0.59,0.59,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,6.4,-6.4,0.1,-0.1
0.64,-0.64,-0.86,0.86,-2.75,2.75,-0.08,0.08,7.78,-7.78,-10.39,10.39,-0.1,0.1,0.89,-0.89,-9.61,9.61,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,6.4,-6.4,0.1,-0.1
0.64,-0.64,-0.86,0.86,-2.75,2.75,-0.08,0.08,7.78,-7.78,-10.39,10.39,-0.1,0.1,0.89,-0.89,-9.61,9.61,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,6.4,-6.4,0.1,-0.1
0.64,-0.64,-0.86,0.86,-2.75,2.75,-0.08,0.08,7.78,-7.78,-10.39,10.39,-0.1,0.1,0.89,-0.89,-9.61,9.61,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,6.4,-6.4,0.1,-0.1
0.64,-0.64,-0.86,0.86,-2.75,2.75,-0.08,0.08,7.78,-7.78,-10.39,10.39,-0.1,0.1,0.89,-0.89,-9.54,9.54,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,6.4,-6.4,0.1,-0.1
0.64,-0.64,-0.86,0.86,-1.51,1.51,-0.08,0.08,7.78,-7.78,-10.39,10.39,-0.1,0.1,0.89,-0.89,-9.54,9.54,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,6.4,-6.4,0.1,-0.1
0.64,-0.64,-0.86,0.86,-1.51,1.51,-0.08,0.08,8.97,-8.97,-10.39,10.39,-0.1,0.1,0.89,-0.89,-9.54,9.54,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,6.4,-6.4,0.1,-0.1
0.64,-0.64,-0.86,0.86,-1.51,1.51,-0.08,0.08,8.97,-8.97,-10.39,10.39,-0.1,0.1,0.89,-0.89,-9.54,9.54,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,6.4,-6.4,0.1,-0.1
0.64,-0.64,-0.86,0.86,-1.72,1.72,-0.08,0.08,8.97,-8.97,-10.39,10.39,-1.66,1.66,0.89,-0.89,-9.54,9.54,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,7.06,-7.06,0.1,-0.1
0.64,-0.64,-0.86,0.86,-1.72,1.72,-0.08,0.08,8.97,-8.97,-10.39,10.39,-1.66,1.66,0.89,-0.89,-9.54,9.54,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,7.06,-7.06,0.1,-0.1
0.64,-0.64,-0.74,0.74,-1.72,1.72,0.06,-0.06,8.97,-8.97,-10.39,10.39,-1.66,1.66,0.89,-0.89,-9.54,9.54,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,7.06,-7.06,0.1,-0.1
0.64,-0.64,-0.74,0.74,-1.72,1.72,0.06,-0.06,8.97,-8.97,-10.39,10.39,-1.66,1.66,0.89,-0.89,-9.54,9.54,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,7.06,-7.06,0.1,-0.1
0.64,-0.64,-0.74,0.74,-1.72,1.72,0.08,-0.08,8.97,-8.97,-10.39,10.39,-1.66,1.66,0.25,-0.25,-9.42,9.42,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,7.06,-7.06,0.1,-0.1
0.64,-0.64,-0.74,0.74,-1.72,1.72,0.08,-0.08,8.97,-8.97,-10.39,10.39,-2.09,2.09,0.25,-0.25,-9.42,9.42,-3.27,3.27,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,7.06,-7.06,0.1,-0.1
0.64,-0.64,-0.74,0.74,-1.72,1.72,0.11,-0.11,8.97,-8.97,-10.39,10.39,-2.09,2.09,0.25,-0.25,-9.42,9.42,-3.26,3.26,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,7.06,-7.06,0.1,-0.1
0.64,-0.64,-0.74,0.74,-1.72,1.72,0.11,-0.11,8.97,-8.97,-10.39,10.39,-2.09,2.09,0.25,-0.25,-9.42,9.42,-3.26,3.26,-0.19,0.19,-1.38,1.38,-0.7,0.7,0.0,0.0,-0.6,0.6,7.06,-7.06,0.1,-0.1
0.64,-0.64,-0.74,0.74,-1.72,1.72,0.11,-0.11,8.97,-8.97,-10.39,10.39,-2.09,2.09,0.25,-0.25,-9.42,9.42,-3.26,3.26,-0.19,0.19,-1.38,1.38,-0.63,0.63,0.0,0.0,-0.6,0.6,6.55,-6.55,0.1,-0.1
0.64,-0.64,-0.74,0.74,-1.72,1.72,0.11,-0.11,8.97,-8.97,-10.39,10.39,-2.09,2.09,0.25,-0.25,-9.72,9.72,-3.26,3.26,-0.25,0.25,-1.38,1.38,-0.63,0.63,0.0,0.0,-0.6,0.6,6.55,-6.55,0.1,-0.1
0.64,-0.64,-0.74,0.74,-0.41,0.41,0.11,-0.11,8.97,-8.97,-10.39,10.39,-2.09,2.09,0.25,-0.25,-9.72,9.72,-3.26,3.26,-0.25,0.25,-1.38,1.38,-0.63,0.63,0.0,0.0,-5.83,5.83,6.55,-6.55,0.1,-0.1
0.64,-0.64,-0.79,0.79,-0.41,0.41,0.11,-0.11,8.97,-8.97,-10.39,10.39,-2.09,2.09,0.25,-0.25,-9.72,9.72,-3.26,3.26,-0.25,0.25,-1.38,1.38,-0.63,0.63,0.0,0.0,-5.83,5.83,6.55,-6.55,0.1,-0.1
0.64,-0.64,-0.79,0.79,-0.41,0.41,0.11,-0.11,8.97,-8.97,-9.86,9.86,-2.09,2.09,0.41,-0.41,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.63,0.63,0.0,0.0,-5.83,5.83,6.55,-6.55,0.1,-0.1
-1.27,1.27,-0.79,0.79,-0.41,0.41,0.11,-0.11,8.97,-8.97,-9.86,9.86,-2.09,2.09,0.41,-0.41,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.63,0.63,0.0,0.0,-5.83,5.83,6.55,-6.55,0.1,-0.1
-1.27,1.27,-0.79,0.79,-0.41,0.41,0.11,-0.11,8.97,-8.97,-9.86,9.86,-2.09,2.09,0.41,-0.41,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.63,0.63,0.0,0.0,-5.83,5.83,6.55,-6.55,0.1,-0.1
-1.27,1.27,-0.79,0.79,-0.41,0.41,0.11,-0.11,8.93,-8.93,-10.15,10.15,-2.09,2.09,0.41,-0.41,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.63,0.63,0.0,0.0,-5.83,5.83,6.55,-6.55,0.1,-0.1
-1.27,1.27,-0.96,0.96,-0.41,0.41,0.11,-0.11,8.93,-8.93,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.63,0.63,0.0,0.0,-5.83,5.83,6.55,-6.55,0.1,-0.1
-1.27,1.27,-0.96,0.96,-0.41,0.41,0.11,-0.11,8.93,-8.93,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.63,0.63,0.0,0.0,-5.83,5.83,6.55,-6.55,0.1,-0.1
-1.27,1.27,-0.96,0.96,-0.41,0.41,0.11,-0.11,8.93,-8.93,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.63,0.63,0.0,0.0,-5.83,5.83,6.55,-6.55,0.1,-0.1
-1.27,1.27,-0.96,0.96,-0.41,0.41,0.11,-0.11,8.93,-8.93,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.63,0.63,0.0,0.0,-5.83,5.83,6.55,-6.55,0.1,-0.1
-1.27,1.27,-0.96,0.96,-0.41,0.41,0.11,-0.11,8.93,-8.93,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.83,0.83,0.0,0.0,-5.83,5.83,6.55,-6.55,0.1,-0.1
-1.27,1.27,-0.96,0.96,-0.41,0.41,0.11,-0.11,8.93,-8.93,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.83,0.83,0.0,0.0,-5.83,5.83,6.55,-6.55,0.1,-0.1
-1.27,1.27,-0.96,0.96,-0.41,0.41,0.11,-0.11,8.93,-8.93,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.83,0.83,0.0,0.0,-5.85,5.85,6.55,-6.55,0.1,-0.1
-1.27,1.27,-1.21,1.21,-0.41,0.41,0.11,-0.11,9.43,-9.43,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.48,0.48,0.0,0.0,-8.47,8.47,6.55,-6.55,0.1,-0.1
-1.27,1.27,-1.21,1.21,-0.41,0.41,0.5,-0.5,9.43,-9.43,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-1.1,1.1,0.0,0.0,-8.47,8.47,7.12,-7.12,-0.25,0.25
-1.27,1.27,-1.21,1.21,-0.41,0.41,0.5,-0.5,9.43,-9.43,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-1.1,1.1,0.0,0.0,-8.47,8.47,7.12,-7.12,-0.25,0.25
-1.27,1.27,-1.21,1.21,-0.41,0.41,0.5,-0.5,9.43,-9.43,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.18,0.18,0.0,0.0,-8.47,8.47,7.11,-7.11,-0.25,0.25
-1.27,1.27,-1.21,1.21,-0.41,0.41,0.5,-0.5,9.43,-9.43,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.38,1.38,-0.18,0.18,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.27,1.27,-1.21,1.21,-0.41,0.41,0.5,-0.5,9.43,-9.43,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.92,1.92,-0.18,0.18,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.27,1.27,-1.14,1.14,-0.41,0.41,-0.5,0.5,9.43,-9.43,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.92,1.92,-0.18,0.18,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.27,1.27,-1.14,1.14,-0.41,0.41,-0.5,0.5,9.43,-9.43,-10.15,10.15,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.92,1.92,-0.18,0.18,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.27,1.27,-2.2,2.2,-0.41,0.41,-0.5,0.5,9.43,-9.43,-9.34,9.34,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.92,1.92,-0.18,0.18,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.27,1.27,-2.2,2.2,-0.41,0.41,-0.5,0.5,9.43,-9.43,-9.34,9.34,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.17,0.17,-1.64,1.64,-0.18,0.18,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.27,1.27,-2.2,2.2,-0.41,0.41,-0.5,0.5,9.43,-9.43,-9.34,9.34,-2.09,2.09,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.99,0.99,-1.64,1.64,-0.18,0.18,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.27,1.27,-2.2,2.2,-0.41,0.41,-0.5,0.5,9.43,-9.43,-9.34,9.34,-3.28,3.28,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.99,0.99,-1.64,1.64,-0.18,0.18,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.27,1.27,-2.2,2.2,-0.41,0.41,-0.5,0.5,9.43,-9.43,-9.34,9.34,-3.28,3.28,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.99,0.99,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.27,1.27,-2.2,2.2,-0.41,0.41,-0.5,0.5,7.86,-7.86,-9.34,9.34,-3.28,3.28,0.26,-0.26,-9.72,9.72,-3.26,3.26,-0.99,0.99,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.27,1.27,-2.2,2.2,-0.59,0.59,-0.5,0.5,7.86,-7.86,-9.34,9.34,-3.28,3.28,0.26,-0.26,-9.41,9.41,-3.26,3.26,-0.99,0.99,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.07,1.07,-2.2,2.2,-0.59,0.59,-0.5,0.5,7.86,-7.86,-9.34,9.34,-3.28,3.28,0.26,-0.26,-9.41,9.41,-3.26,3.26,-0.99,0.99,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.07,1.07,-2.2,2.2,-0.59,0.59,0.63,-0.63,8.7,-8.7,-9.34,9.34,-2.49,2.49,0.35,-0.35,-9.41,9.41,-3.26,3.26,-0.99,0.99,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.07,1.07,-2.2,2.2,-0.61,0.61,0.63,-0.63,8.7,-8.7,-9.34,9.34,-2.57,2.57,0.35,-0.35,-9.41,9.41,-3.26,3.26,-0.67,0.67,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.11,-7.11,0.74,-0.74
-1.07,1.07,-2.2,2.2,-0.61,0.61,0.63,-0.63,8.7,-8.7,-9.34,9.34,-2.57,2.57,0.35,-0.35,-9.41,9.41,-3.26,3.26,-0.67,0.67,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.24,-7.24,0.74,-0.74
-1.07,1.07,-2.2,2.2,-0.61,0.61,0.81,-0.81,8.7,-8.7,-9.34,9.34,-2.25,2.25,0.35,-0.35,-9.41,9.41,-3.26,3.26,-0.67,0.67,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.24,-7.24,0.74,-0.74
-1.07,1.07,-2.2,2.2,-0.61,0.61,0.81,-0.81,8.31,-8.31,-9.34,9.34,-2.25,2.25,0.35,-0.35,-9.41,9.41,-3.26,3.26,-0.67,0.67,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.24,-7.24,0.74,-0.74
-1.07,1.07,-2.2,2.2,-0.61,0.61,0.81,-0.81,8.31,-8.31,-9.34,9.34,-2.25,2.25,0.35,-0.35,-9.41,9.41,-3.26,3.26,-0.67,0.67,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.24,-7.24,0.74,-0.74
-1.07,1.07,-2.2,2.2,-0.61,0.61,0.81,-0.81,8.31,-8.31,-9.34,9.34,-3.39,3.39,0.35,-0.35,-9.41,9.41,-3.26,3.26,-0.67,0.67,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.24,-7.24,0.74,-0.74
-1.07,1.07,-2.2,2.2,-0.61,0.61,0.81,-0.81,8.31,-8.31,-9.34,9.34,-3.39,3.39,0.35,-0.35,-9.41,9.41,-3.26,3.26,-1.28,1.28,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.24,-7.24,0.74,-0.74
-1.07,1.07,-2.2,2.2,-0.61,0.61,0.28,-0.28,8.31,-8.31,-9.71,9.71,-3.39,3.39,0.35,-0.35,-9.41,9.41,-3.26,3.26,-1.12,1.12,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.24,-7.24,0.74,-0.74
-1.07,1.07,-2.2,2.2,-0.49,0.49,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.39,3.39,0.01,-0.01,-9.41,9.41,-3.26,3.26,-1.12,1.12,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.24,-7.24,0.74,-0.74
-1.07,1.07,-2.2,2.2,-0.49,0.49,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.39,3.39,0.01,-0.01,-9.73,9.73,-3.26,3.26,-1.12,1.12,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.24,-7.24,0.57,-0.57
-1.07,1.07,-2.2,2.2,-0.49,0.49,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.39,3.39,0.01,-0.01,-9.73,9.73,-3.26,3.26,-1.12,1.12,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.56,-7.56,0.57,-0.57
-1.07,1.07,-2.2,2.2,-0.49,0.49,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.39,3.39,0.01,-0.01,-9.73,9.73,-3.26,3.26,-1.12,1.12,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.56,-7.56,0.57,-0.57
-1.07,1.07,-2.2,2.2,-0.49,0.49,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.39,3.39,0.01,-0.01,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.56,-7.56,0.57,-0.57
-1.07,1.07,-2.2,2.2,-0.49,0.49,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.39,3.39,0.01,-0.01,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.56,-7.56,6.14,-6.14
-1.07,1.07,-2.2,2.2,-0.49,0.49,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.39,3.39,0.01,-0.01,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.37,0.37,0.0,0.0,-8.35,8.35,7.56,-7.56,6.14,-6.14
-1.07,1.07,-2.2,2.2,-0.49,0.49,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.39,3.39,0.01,-0.01,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.49,0.49,0.0,0.0,-8.35,8.35,7.56,-7.56,6.14,-6.14
